titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
Autark: A Serverless Toolkit for Prototyping Urban Visual Analytics Systems,"The development of visual analytics (VA) systems has traditionally been a labor-intensive process, balancing design methodologies with complex software engineering practices. In domain-specific fields like urban VA, this challenge is amplified by heterogeneous data streams and a reliance on complex, multi-service architectures that hinder fast development, deployment, and reproducibility. Despite the richness of the urban VA literature, the field lacks a consolidated toolkit that encapsulates the core components of these systems, such as spatial data management, analytical processing, and visualization, into a unified, lightweight framework. In this paper, we introduce Autark, a serverless toolkit designed for the rapid prototyping of urban VA systems. Autark provides domain-aware abstractions through a self-contained architecture, enabling researchers to transition from design intention to deployed, shareable systems within hours. Furthermore, Autark's structured, tightly scoped interfaces make it well-suited for AI-assisted coding workflows, where LLMs produce more reliable code when composing from well-defined abstractions rather than generating complex solutions from scratch. Our contributions are: (1) the Autark toolkit, a serverless architecture for rapid prototyping of urban VA; (2) a comparative study of LLM coding effectiveness with and without Autark; and (3) a series of usage scenarios demonstrating its capability to streamline the creation of robust, shareable urban VA prototypes. Autark is available at https://autarkjs.org/.","['cs.HC', 'cs.GR', 'cs.SE']",http://arxiv.org/abs/2604.20759v1,https://arxiv.org/pdf/2604.20759v1,22/04/2026-16:48:24,"['Lucas Alexandre', 'João Rulff', 'Talisson Souza', 'Gustavo Moreira', 'Daniel de Oliveira', 'Claudio Silva', 'Fabio Miranda', 'Marcos Lage']",cs.HC
V-tableR1: Process-Supervised Multimodal Table Reasoning with Critic-Guided Policy Optimization,"We introduce V-tableR1, a process-supervised reinforcement learning framework that elicits rigorous, verifiable reasoning from multimodal large language models (MLLMs). Current MLLMs trained solely on final outcomes often treat visual reasoning as a black box, relying on superficial pattern matching rather than performing rigorous multi-step inference. While Reinforcement Learning with Verifiable Rewards could enforce transparent reasoning trajectories, extending it to visual domains remains severely hindered by the ambiguity of grounding abstract logic into continuous pixel space. We solve this by leveraging the deterministic grid structure of tables as an ideal visual testbed. V-tableR1 employs a specialized critic VLM to provide dense, step-level feedback on the explicit visual chain-of-thought generated by a policy VLM. To optimize this system, we propose Process-Guided Direct Alignment Policy Optimization (PGPO), a novel RL algorithm integrating process rewards, decoupled policy constraints, and length-aware dynamic sampling. Extensive evaluations demonstrate that V-tableR1 explicitly penalizes visual hallucinations and shortcut guessing. By fundamentally shifting multimodal inference from black-box pattern matching to verifiable logical derivation, V-tableR1 4B establishes state-of-the-art accuracy among open-source models on complex tabular benchmarks, outperforming models up to 18x its size and improving over its SFT baseline","['cs.AI', 'cs.LG']",http://arxiv.org/abs/2604.20755v1,https://arxiv.org/pdf/2604.20755v1,22/04/2026-16:44:33,"['Yubo Jiang', 'Yitong An', 'Xin Yang', 'Abudukelimu Wuerkaixi', 'Xuxin Cheng', 'Fengying Xie', 'Zhiguo Jiang', 'Cao Liu', 'Ke Zeng', 'Haopeng Zhang']",cs.AI
RG-Based Local Hopf Reduction and Slow-Manifold Reconstruction for Nonlinear Aeroelastic Systems,"Self-excited limit-cycle oscillations (LCOs) from Hopf bifurcations are a key feature of nonlinear aeroelasticity and depend sensitively on structural and aerodynamic parameters. Classical center-manifold and normal-form theory describe this local behavior, but can be cumbersome to apply in large discretized models and standard reduced-order modeling (ROM) workflows. A renormalization-group (RG)-based reduction is developed that directly yields a Hopf-type amplitude equation on a local invariant manifold, specialized for polynomial nonlinearities in tensor-based discretizations and compatible with finite-element-type settings. The method provides explicit coefficients governing the Hopf threshold, criticality, and leading LCO amplitude/frequency trends, and admits a companion slow-manifold approximation with selected stable modes retained as static coordinates. Representative nonlinear-aeroelastic examples illustrate how the proposed framework supplies compact, parameter-aware Hopf/LCO descriptors suitable for local ROM construction near flutter.","['physics.flu-dyn', 'eess.SY']",http://arxiv.org/abs/2604.20753v1,https://arxiv.org/pdf/2604.20753v1,22/04/2026-16:44:19,"['Gelin Chen', 'Chen Song', 'Chao Yang']",physics.flu-dyn
Colorful Talks with Graphs: Human-Interpretable Graph Encodings for Large Language Models,"Graph problems are fundamentally challenging for large language models (LLMs). While LLMs excel at processing unstructured text, graph tasks require reasoning over explicit structure, permutation invariance, and computationally complex relationships, creating a mismatch with the representations of text-based models. Our work investigates how LLMs can be effectively applied to graph problems despite these barriers. We introduce a human-interpretable structural encoding strategy for graph-to-text translation that injects graph structure directly into natural language prompts. Our method involves computing a variant of Weisfeiler-Lehman (WL) similarity classes and maps them to human-like color tokens rather than numeric labels. The key insight is that semantically meaningful and human-interpretable cues may be more effectively processed by LLMs than opaque symbolic encoding. Experimental results on multiple algorithmic and predictive graph tasks show the considerable improvements by our method on both synthetic and real-world datasets. By capturing both local and global-range dependencies, our method enhances LLM performance especially on graph tasks that require reasoning over global graph structure.",['cs.LG'],http://arxiv.org/abs/2602.10386v2,https://arxiv.org/pdf/2602.10386v2,11/02/2026-00:15:29,"['Angelo Zangari', 'Peyman Baghershahi', 'Sourav Medya']",cs.LG
Where and What: Reasoning Dynamic and Implicit Preferences in Situated Conversational Recommendation,"Situated conversational recommendation (SCR), which utilizes visual scenes grounded in specific environments and natural language dialogue to deliver contextually appropriate recommendations, has emerged as a promising research direction due to its close alignment with real-world scenarios. Compared to traditional recommendations, SCR requires a deeper understanding of dynamic and implicit user preferences, as the surrounding scene often influences users' underlying interests, while both may evolve across conversations. This complexity significantly impacts the timing and relevance of recommendations. To address this, we propose situated preference reasoning (SiPeR), a novel framework that integrates two core mechanisms: (1) Scene transition estimation, which estimates whether the current scene satisfies user needs, and guides the user toward a more suitable scene when necessary; and (2) Bayesian inverse inference, which leverages the likelihood of multimodal large language models (MLLMs) to predict user preferences about candidate items within the scene. Extensive experiments on two representative benchmarks demonstrate SiPeR's superiority in both recommendation accuracy and response generation quality. The code and data are available at https://github.com/DongdingLin/SiPeR.",['cs.AI'],http://arxiv.org/abs/2604.20749v1,https://arxiv.org/pdf/2604.20749v1,22/04/2026-16:39:52,"['Dongding Lin', 'Jian Wang', 'Yongqi Li', 'Wenjie Li']",cs.AI
Amodal SAM: A Unified Amodal Segmentation Framework with Generalization,"Amodal segmentation is a challenging task that aims to predict the complete geometric shape of objects, including their occluded regions. Although existing methods primarily focus on amodal segmentation within the training domain, these approaches often lack the generalization capacity to extend effectively to novel object categories and unseen contexts. This paper introduces Amodal SAM, a unified framework that leverages SAM (Segment Anything Model) for both amodal image and amodal video segmentation. Amodal SAM preserves the powerful generalization ability of SAM while extending its inherent capabilities to the amodal segmentation task. The improvements lie in three aspects: (1) a lightweight Spatial Completion Adapter that enables occluded region reconstruction, (2) a Target-Aware Occlusion Synthesis (TAOS) pipeline that addresses the scarcity of amodal annotations by generating diverse synthetic training data, and (3) novel learning objectives that enforce regional consistency and topological regularization. Extensive experiments demonstrate that Amodal SAM achieves state-of-the-art performance on standard benchmarks, while simultaneously exhibiting robust generalization to novel scenarios. We anticipate that this research will advance the field toward practical amodal segmentation systems capable of operating effectively in unconstrained real-world environments.",['cs.CV'],http://arxiv.org/abs/2604.20748v1,https://arxiv.org/pdf/2604.20748v1,22/04/2026-16:39:44,"['Bo Zhang', 'Zhuotao Tian', 'Xin Tao', 'Songlin Tang', 'Jun Yu', 'Wenjie Pei']",cs.CV
AnatomicalNets: A Multi-Structure Segmentation and Contour-Based Distance Estimation Pipeline for Clinically Grounded Lung Cancer T-Staging,"Accurate tumor staging in lung cancer is crucial for prognosis and treatment planning and is governed by explicit anatomical criteria under fixed guidelines. However, most existing deep learning approaches treat this spatially structured clinical decision as an uninterpretable image classification problem. Tumor stage depends on predetermined quantitative criteria, including the tumor's dimensions and its proximity to adjacent anatomical structures, and small variations can alter the staging outcome. To address this gap, we propose AnatomicalNets, a medically grounded, multi-stage pipeline that reformulates tumor staging as a measurement and rule-based inference problem rather than a learned mapping. We employ three dedicated encoder-decoder networks to precisely segment the lung parenchyma, tumor, and mediastinum. The diaphragm boundary is estimated via a lung-contour heuristic, while the tumor's largest dimension and its proximity to adjacent structures are computed through a contour-based distance estimation method. These features are passed through a deterministic decision module following the international association for the study of lung cancer guidelines. Evaluated on the Lung-PET-CT-Dx dataset, AnatomicalNets achieves an overall classification accuracy of 91.36%. We report the per-stage F1-scores of 0.93 (T1), 0.89 (T2), 0.96 (T3), and 0.90 (T4), a critical evaluation aspect often omitted in prior literature. We highlight that the representational bottleneck in prior work lies in feature design rather than classifier capacity. This work establishes a transparent and reliable staging paradigm that bridges the gap between deep learning performance and clinical interpretability.","['cs.CV', 'cs.AI']",http://arxiv.org/abs/2511.19367v2,https://arxiv.org/pdf/2511.19367v2,24/11/2025-18:01:47,"['Saniah Kayenat Chowdhury', 'Rusab Sarmun', 'Muhammad E. H. Chowdhury', 'Sohaib Bassam Zoghoul', 'Israa Al-Hashimi', 'Adam Mushtak', 'Amith Khandakar']",cs.CV
ProfileGLMM: a R Package Extending Bayesian Profile Regression using Generalised Linear Mixed Models,"ProfileGLMM is an R package integrating Generalised Linear Mixed Models (GLMMs) as the outcome model for Bayesian profile regression. This statistical framework simultaneously i) explains the variation in the outcome and ii) clusters the observations based on a specified set of interdependent clustering covariates. The derived cluster memberships are then incorporated, alongside others, as explanatory variables in the regression to model the outcome. This framework efficiently handles complex, highly correlated covariate structures whose direct inclusion in a standard regression model would be statistically sub-optimal. ProfileGLMM significantly extends Bayesian profile regression's scope by resolving two key constraints of previous implementations: 1) it allows the analysis of hierarchical and longitudinal data structures through the inclusion of random effects, and 2) it enables the study of interactions between latent clusters and other observable covariates. ProfileGLMM accommodates various data types, supporting both continuous or binary outcomes and both categorical and continuous clustering covariates. Built on fast Rcpp code with minimal mandatory parameters, ProfileGLMM offers a flexible analytical tool. It significantly enhances the utility of profile regression for researchers in fields such as epidemiology, social sciences, and clinical studies dealing with complex data.","['stat.ME', 'stat.CO']",http://arxiv.org/abs/2604.20743v1,https://arxiv.org/pdf/2604.20743v1,22/04/2026-16:30:22,"['Matteo Amestoy', 'Mark A. van de Wiel', 'Wessel N. van Wieringen']",stat.ME
SYK thermal expectations are classically easy at any temperature,"Estimating thermal expectations of local observables is a natural target for quantum advantage. We give a simple classical algorithm that approximates thermal expectations for Gibbs states of local Hamiltonians, and we show it has quasi-polynomial cost $n^{O(\log (n/ε))}$ for all temperatures above a phase transition in the free energy. For many natural models, this coincides with the entire fast-mixing, quantumly easy phase. Our results apply to the Sachdev-Ye-Kitaev (SYK) model at any constant temperature due to its absence of a phase transition -- despite its entanglement, sign problem, and polynomial quantum circuit lower bounds. Beyond SYK, we rigorously establish a universal classically easy high-temperature phase for all local, bounded-degree Hamiltonians and show that it extends to temperatures strictly colder than the death of entanglement transition.","['quant-ph', 'cs.DS']",http://arxiv.org/abs/2602.22619v2,https://arxiv.org/pdf/2602.22619v2,26/02/2026-04:48:32,"['Alexander Zlokapa', 'Bobak T. Kiani']",quant-ph
F\textsuperscript{2}LP-AP: Fast \& Flexible Label Propagation with Adaptive Propagation Kernel,"Semi-supervised node classification is a foundational task in graph machine learning, yet state-of-the-art Graph Neural Networks (GNNs) are hindered by significant computational overhead and reliance on strong homophily assumptions. Traditional GNNs require expensive iterative training and multi-layer message passing, while existing training-free methods, such as Label Propagation, lack adaptability to heterophilo\-us graph structures. This paper presents \textbf{F$^2$LP-AP} (Fast and Flexible Label Propagation with Adaptive Propagation Kernel), a training-free, computationally efficient framework that adapts to local graph topology. Our method constructs robust class prototypes via the geometric median and dynamically adjusts propagation parameters based on the Local Clustering Coefficient (LCC), enabling effective modeling of both homophilous and heterophilous graphs without gradient-based training. Extensive experiments across diverse benchmark datasets demonstrate that \textbf{F$^2$LP-AP} achieves competitive or superior accuracy compared to trained GNNs, while significantly outperforming existing baselines in computational efficiency.",['cs.LG'],http://arxiv.org/abs/2604.20736v1,https://arxiv.org/pdf/2604.20736v1,22/04/2026-16:23:17,"['Yutong Shen', 'Ruizhe Xia', 'Jingyi Liu', 'Yinqi Liu']",cs.LG
Back-End System of BURSTT,"The Bustling Universe Radio Survey Telescope in Taiwan (BURSTT) is a new-generation wide-angle radio telescope specifically designed to survey Fast Radio Bursts (FRBs), energetic millisecond-duration pulses of unknown extragalactic origin. To realize its scientific potential, which includes detecting approximately 50 FRBs per year and sub-arcsecond localization capability, the system is designed to perform real-time beamforming and pulse search over the \SI{60}{\degree} $\times$ \SI{120}{\degree} field of view. This paper provides a detailed account of the design, implementation, and performance validation of the BURSTT back-end System. The system employs an efficient multi-stage processing architecture: initial beamforming is executed on the Xilinx ZCU216 RF System-on-Chip (RFSoC) platform; data is then transferred to Intel Xeon servers, where AVX-512 and AMX instruction sets are utilized for the second stage of beamforming and channelization, achieving high computational efficiency to ensure real-time capability. A highly optimized \texttt{bonsai} de-dispersion algorithm performs a real-time pulse search and triggering across 256 beams, which, upon detection, issues commands to the distributed outrigger system to save voltage data for very-long baseline interferometry (VLBI) precise localization. System performance has been validated through beamforming tests using bright radio sources and real-time detection of known pulsars, confirming the high fidelity of the signal processing pipeline.",['astro-ph.IM'],http://arxiv.org/abs/2512.07300v2,https://arxiv.org/pdf/2512.07300v2,08/12/2025-08:42:20,"['Kai-Yang Lin', 'Chih-Yi Wen', 'Homin Jiang', 'Jen-Hung Wang', 'Sujin Eie', 'Shih-Hao Wang', 'Yao-Huan Tseng', 'Hsien-Chun Tseng', 'Daniel Baker', 'Ue-Li Pen']",astro-ph.IM
Search for Axion Like Particles produced via the Primakoff process at COMPASS,"Axion-Like Particles (ALPs) are well-motivated candidates for dark matter and potential mediators to the dark sector. We present a search for ALPs coupled to photons, based on a reinterpretation of COMPASS data. Using the 2009 dataset consisting of $190~\text{GeV}$ $π^-$ and $μ^-$ beams impinging on a fixed nickel target, we investigate the Primakoff production of ALPs. Due to the high beam energy, ALPs in the MeV mass range are produced with a significant Lorentz boost, leading to strongly collimated decay photons. Consequently, these photons are not spatially resolved by the electromagnetic calorimeter and are instead reconstructed as a single merged cluster. This signature mimics the single-photon signal of Standard Model Primakoff Compton scattering, which was the primary focus of the original COMPASS analysis. By quantifying this potential ALP contamination in the Compton scattering sample, we derive exclusion limits on the ALP-photon coupling $g_{aγγ}$ in the mass range $0.2 \lesssim m_a \lesssim 600~\text{MeV}$. Our results exclude couplings $g_{aγγ} \gtrsim 10^{-1}~\text{GeV}^{-1}$ at 95% C.L., providing independent constraints on the parameter space that bridges beam dump experiments and high energy colliders. While current collider-based limits remain more stringent, this work establishes a novel reinterpretation framework and provides a baseline for future studies of resolved diphoton states in complementary kinematic regimes, such as Primakoff $π^0$ production.","['hep-ph', 'hep-ex']",http://arxiv.org/abs/2604.20734v1,https://arxiv.org/pdf/2604.20734v1,22/04/2026-16:20:45,['Mehran Dehpour'],hep-ph
Physical Knot Classification Beyond Accuracy: A Benchmark and Diagnostic Study,"Physical knot classification is a challenging fine-grained recognition task in which the intended discriminative cue is rope crossing structure; however, high closed-set accuracy may still arise from low-level appearance shortcuts rather than genuine topological understanding. In this work, we introduce dataset (1,440 images, 10 classes), which trains models on loosely tied knots and evaluates them on tightly dressed configurations to probe whether structure-guided training yields topology-specific gains. We demonstrate that topological distance successfully predicts residual inter-class confusion across multiple backbone architectures, validating the utility of our topology-aware evaluation framework. Furthermore, we propose topology-aware centroid alignment (TACA) and an auxiliary crossing-number prediction objective as two complementary forms of structural supervision. Notably, Swin-T with TACA achieves a consistent positive specificity gain (Delta_spec = +1.18 pp) across all random seeds under the canonical protocol, and auxiliary crossing-number prediction exhibits robust performance across data regimes without the real-versus-random reversal observed for centroid alignment. Causal probes reveal that background changes alone flip 17-32% of predictions and phone-photo accuracy drops by 58-69 percentage points, underscoring that appearance bias remains the principal obstacle to deployment. These results collectively demonstrate that our diagnostic workflow provides a principled and practical tool for evaluating whether a hand-crafted structural prior delivers genuine task-relevant benefit beyond generic regularization.",['cs.CV'],http://arxiv.org/abs/2603.23286v4,https://arxiv.org/pdf/2603.23286v4,24/03/2026-14:50:34,"['Shiheng Nie', 'Yunguang Yue']",cs.CV
Anchor-and-Resume Concession Under Dynamic Pricing for LLM-Augmented Freight Negotiation,"Freight brokerages negotiate thousands of carrier rates daily under dynamic pricing conditions where models frequently revise targets mid-conversation. Classical time-dependent concession frameworks use a fixed shape parameter $β$ that cannot adapt to these updates. Deriving $β$ from the live spread enables adaptation but introduces a new problem: a pricing shift can cause the formula to retract a previous offer, violating monotonicity. LLM-powered brokers offer flexibility but require expensive reasoning models, produce non-deterministic pricing, and remain vulnerable to prompt injection.
  We propose a two-index anchor-and-resume framework that addresses both limitations. A spread-derived $β$ maps each load's margin structure to the correct concession posture, while the anchor-and-resume mechanism guarantees monotonically non-decreasing offers under arbitrary pricing shifts. All pricing decisions remain in a deterministic formula; the LLM, when used, serves only as a natural-language translation layer. Empirical evaluation across 115,125 negotiations shows that the adaptive $β$ tailors behavior by regime: in narrow spreads, it concedes quickly to prioritize deal closure and load coverage; in medium and wide spreads, it matches or exceeds the best fixed-$β$ baselines in broker savings. Against an unconstrained 20-billion-parameter LLM broker, it achieves similar agreement rates and savings. Against LLM-powered carriers as more realistic stochastic counterparties, it maintains comparable savings and higher agreement rates than against rule-based opponents. By decoupling the LLM from pricing logic, the framework scales horizontally to thousands of concurrent negotiations with negligible inference cost and transparent decision-making.","['cs.MA', 'cs.AI', 'cs.CL']",http://arxiv.org/abs/2604.20732v1,https://arxiv.org/pdf/2604.20732v1,22/04/2026-16:17:07,"['Hoang Nguyen', 'Lu Wang', 'Marta Gaia Bras']",cs.MA
CO$_2$ sequestration hybrid solver using isogeometric alternating-directions and collocation-based robust variational physics informed neural networks (IGA-ADS-CRVPINN),"This paper presents the hybrid solver for a $CO_2$ sequestration problem. The solver uses the IGA-ADS (IsoGeometric Analysis Alternating Directions solver) to compute the saturation scalar field update using the explicit method, and CRVPINN (Collocation-based Robust Variational Physics Informed Neural Networks solver) to compute the pressure scalar field. The study focuses on simulating the physical behavior of $CO_2$ in porous structures, excluding chemical reactions. The mathematical model is based on Darcy's Law. The CRVPINN is pretrained on the initial pressure configuration, and the time step pressure updates require only 100 iterations of the Adam method per time step. We compare our hybrid IGA-ADS solver, coupled with the CRVPINN method, with a baseline of the IGA-ADS solver coupled with the MUMPS direct solver. Our hybrid solver is over 3 times faster on a single computational node from the ARES cluster of ACK CYFRONET. Future work includes extensive testing, inverse problem solving, and potential application to $H_2$ storage problems.","['math.NA', 'cs.NE']",http://arxiv.org/abs/2604.20731v1,https://arxiv.org/pdf/2604.20731v1,22/04/2026-16:16:00,"['Askold Vilkha', 'Tomasz Służalec', 'Marcin Łoś', 'Maciej Paszyński']",math.NA
Explainable Iterative Data Visualisation Refinement via an LLM Agent,"Exploratory analysis of high-dimensional data relies on embedding the data into a low-dimensional space (typically 2D or 3D), based on which visualization plot is produced to uncover meaningful structures and to communicate geometric and distributional data characteristics. However, finding a suitable algorithm configuration, particularly hyperparameter setting, to produce a visualization plot that faithfully represents the underlying reality and encourages pattern discovery remains challenging. To address this challenge, we propose an agentic AI pipleline that leverages a large language model (LLM) to bridge the gap between rigorous quantitative assessment and qualitative human insight. By treating visualization evaluation and hyperparameter optimization as a semantic task, our system generates a multi-faceted report that contextualizes hard metrics with descriptive summaries, and suggests actionable recommendation of algorithm configuration for refining data visualization. By implementing an iterative optimization loop of this process, the system is able to produce rapidly a high-quality visualization plot, in full automation.","['cs.HC', 'cs.AI']",http://arxiv.org/abs/2604.15319v2,https://arxiv.org/pdf/2604.15319v2,02/03/2026-17:51:04,"['Burak Susam', 'Tingting Mu']",cs.HC
Render-in-the-Loop: Vector Graphics Generation via Visual Self-Feedback,"Multimodal Large Language Models (MLLMs) have shown promising capabilities in generating Scalable Vector Graphics (SVG) via direct code synthesis. However, existing paradigms typically adopt an open-loop ""blind drawing"" approach, where models generate symbolic code sequences without perceiving intermediate visual outcomes. This methodology severely underutilizes the powerful visual priors embedded in MLLMs vision encoders, treating SVG generation as a disjointed textual sequence modeling task rather than an integrated visuo-spatial one. Consequently, models struggle to reason about partial canvas states and implicit occlusion relationships, which are visually explicit but textually ambiguous. To bridge this gap, we propose Render-in-the-Loop, a novel generation paradigm that reformulates SVG synthesis as a step-wise, visual-context-aware process. By rendering intermediate code states into a cumulative canvas, the model explicitly observes the evolving visual context at each step, leveraging on-the-fly feedback to guide subsequent generation. However, we demonstrate that applying this visual loop naively to off-the-shelf models is suboptimal due to their inability to leverage incremental visual-code mappings. To address this, we first utilize fine-grained path decomposition to construct dense multi-step visual trajectories, and then introduce a Visual Self-Feedback (VSF) training strategy to condition the next primitive generation on intermediate visual states. Furthermore, a Render-and-Verify (RaV) inference mechanism is proposed to effectively filter degenerate and redundant primitives. Our framework, instantiated on a multimodal foundation model, outperforms strong open-weight baselines on the standard MMSVGBench. This result highlights the remarkable data efficiency and generalization capability of our Render-in-the-Loop paradigm for both Text-to-SVG and Image-to-SVG tasks.",['cs.CV'],http://arxiv.org/abs/2604.20730v1,https://arxiv.org/pdf/2604.20730v1,22/04/2026-16:15:28,"['Guotao Liang', 'Zhangcheng Wang', 'Juncheng Hu', 'Haitao Zhou', 'Ziteng Xue', 'Jing Zhang', 'Dong Xu', 'Qian Yu']",cs.CV
Kardashev's Conundrum: Statistical Falsification of the Standard Kardashev Model and the Kardashev--Sagan--Nakamoto Resolution,"We test the standard Kardashev one-percent exponential conjecture against six decades of global primary-energy production data (1965-2024; Our World in Data). Markov Chain Monte Carlo inference yields a posterior growth rate of r = 2.01 +/- 0.03% per year (95% credible interval [1.94%, 2.08%]), placing the Kardashev 1% value well outside the credible interval. A linear OLS model fits the data with remarkably low dispersion (R^2 = 0.987) and is preferred over the free-rate exponential by the Widely Applicable Information Criterion (ΔWAIC = 5.5). Year-over-year increments are non-Gaussian (Shapiro-Wilk W = 0.925, p = 0.0014; skewness = -0.664) with identifiable crisis outliers (2008, 2020), rejecting the independent-increment multiplicative structure with positive drift required by Kardashev's (1+x)^t geometric series. Extrapolation of the linear model to the solar luminosity yields a Type II civilisational timescale of approximately 1.6E15 years -- approximately 1E5 times both the age of the Universe and the main-sequence lifetime of the Sun -- a physical reductio we term Kardashev's Conundrum. No functional form fitted to P(t) alone can simultaneously satisfy statistical adequacy and physical coherence: the Kardashev variable is dimensionally incomplete. We propose the Kardashev-Sagan-Nakamoto (KSN) renormalisation B(t) = P(t)/H(t) [J/Hash, the KarNak unit], where H(t) is the annual Bitcoin hashrate. The renormalisation adds no free parameters, is motivated by the Landauer limit, and fulfils Sagan's information-richness requirement. Over 2009-2024, B(t) spans 14 orders of magnitude.","['astro-ph.IM', 'astro-ph.GA']",http://arxiv.org/abs/2604.17516v2,https://arxiv.org/pdf/2604.17516v2,19/04/2026-16:19:28,['Sebastian Gurovich'],astro-ph.IM
Interval POMDP Shielding for Imperfect-Perception Agents,"Autonomous systems that rely on learned perception can make unsafe decisions when sensor readings are misclassified. We study shielding for this setting: given a proposed action, a shield blocks actions that could violate safety. We consider the common case where system dynamics are known but perception uncertainty must be estimated from finite labeled data. From these data we build confidence intervals for the probabilities of perception outcomes and use them to model the system as a finite Interval Partially Observable Markov Decision Process with discrete states and actions. We then propose an algorithm to compute a conservative set of beliefs over the underlying state that is consistent with the observations seen so far.
  This enables us to construct a runtime shield that comes with a finite-horizon guarantee: with high probability over the training data, if the true perception uncertainty rates lie within the learned intervals, then every action admitted by the shield satisfies a stated lower bound on safety. Experiments on four case studies show that our shielding approach (and variants derived from it) improves the safety of the system over state-of-the-art baselines.","['cs.AI', 'eess.SY']",http://arxiv.org/abs/2604.20728v1,https://arxiv.org/pdf/2604.20728v1,22/04/2026-16:12:37,"['William Scarbro', 'Ravi Mangal']",cs.AI
Exploiting LLM-as-a-Judge Disposition on Free Text Legal QA via Prompt Optimization,"This work explores the role of prompt design and judge selection in LLM-as-a-Judge evaluations of free text legal question answering. We examine whether automatic task prompt optimization improves over human-centered design, whether optimization effectiveness varies by judge feedback style, and whether optimized prompts transfer across judges. We systematically address these questions on the LEXam benchmark by optimizing task prompts using the ProTeGi method with feedback from two judges (Qwen3-32B, DeepSeek-V3) across four task models, and then testing cross-judge transfer. Automatic optimization consistently outperforms the baseline, with lenient judge feedback yielding higher and more consistent gains than strict judge feedback. Prompts optimized with lenient feedback transfer better to strict judges than the reverse direction. Analysis reveals that lenient judges provide permissive feedback, yielding prompts with broader applicability, whereas strict judges produce restrictive feedback, leading to judge-specific overfitting. Our findings demonstrate algorithmically optimizing prompts on training data can outperform human-centered prompt design and that judges' dispositions during optimization shape prompt generalizability. Code and optimized prompts are available at https://github.com/TUMLegalTech/icail2026-llm-judge-gaming.","['cs.CL', 'cs.AI']",http://arxiv.org/abs/2604.20726v1,https://arxiv.org/pdf/2604.20726v1,22/04/2026-16:12:36,"['Mohamed Hesham Elganayni', 'Runsheng Chen', 'Sebastian Nagl', 'Matthias Grabmair']",cs.CL
Generative Prior-Guided Neural Interface Reconstruction for 3D Electrical Impedance Tomography,"Reconstructing complex 3D interfaces from indirect measurements remains a grand challenge in scientific computing, particularly for ill-posed inverse problems like Electrical Impedance Tomography (EIT). Traditional shape optimization struggles with topological changes and regularization tuning, while emerging deep learning approaches often compromise physical fidelity or require prohibitive amounts of paired training data. We present a transformative ``solver-in-the-loop'' framework that bridges this divide by coupling a pre-trained 3D generative prior with a rigorous boundary integral equation (BIE) solver. Unlike Physics-Informed Neural Networks (PINNs) that treat physics as soft constraints, our architecture enforces the governing elliptic PDE as a hard constraint at every optimization step, ensuring strict physical consistency. Simultaneously, we navigate a compact latent manifold of plausible geometries learned by a differentiable neural shape representation, effectively regularizing the ill-posed problem through data-driven priors rather than heuristic smoothing. By propagating adjoint shape derivatives directly through the neural decoder, we achieve fast, stable convergence with dramatically reduced degrees of freedom. Extensive experiments on 3D high-contrast EIT demonstrate that this principled hybrid approach yields superior geometric accuracy and data efficiency which is difficult to achieve using traditional methods, establishing a robust new paradigm for physics-constrained geometric discovery.","['math.NA', 'cs.CV']",http://arxiv.org/abs/2505.16487v3,https://arxiv.org/pdf/2505.16487v3,22/05/2025-10:13:19,"['Haibo Liu', 'Junqing Chen', 'Guang Lin']",math.NA
Earth's Infrared Background,"Much of the Outgoing Longwave Radiation (OLR) emitted to space is best described as random variability, or the ``Earth's Infrared Background''. A rigorous characterization of this background provides an objective null hypothesis and enables the isolation of atmospheric phenomena -- such as waves, storms, and other coherent structures -- within OLR observations. To this end, we identify the background as isotropic fluctuations implied by the fluctuation-dissipation theorem in response to internal atmospheric variability on small spatiotemporal scales. We use a stochastically forced energy balance climate model, which has a broad sense red spectrum consistent with observations, a first-order process in time, and a second-order process in space. By fitting the model to OLR data from satellite observations, we find that the background fluctuations have an upper bound of about 400~km and 2.5~days on their spatiotemporal (de)correlations, between meso-scale and synoptic-scale weather.","['physics.ao-ph', 'astro-ph.EP', 'physics.geo-ph']",http://arxiv.org/abs/2503.05288v3,https://arxiv.org/pdf/2503.05288v3,07/03/2025-10:05:14,"['Ofer Shamir', 'Edwin P. Gerber']",physics.ao-ph
